PRODUCT_ID,STORE_ID,PRODUCT_NAME,PRODUCT_SUB_NAME,PRICE,PRODUCT_TYPE,STOCK,DISCOUNT_RATE,AMOUNT,CALORIE,STORAGE,THUMBNAIL_IMAGE_URL,CREATED_AT,MODIFIED_AT,DELETED_AT,PRODUCT_DETAIL,INGREDIENTS
400,1,[지투지샵] 마이무 무뼈닭발 500g 1팩,상품상세설명 참조,15000,밀키트,100,10,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/100_8de40cde-d900-11ee-a60c-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/100_8e1c19a5-d900-11ee-b025-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/100_8e33a49e-d900-11ee-b124-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/100_8e502aa3-d900-11ee-ab53-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/100_8e67dcce-d900-11ee-8dbe-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/100_8f2c3be1-d900-11ee-b3ec-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '소스류', '표고버섯가루', '닭발']"
401,1,[지투지샵] 마이무 무뼈닭발 500g 2팩,상품상세설명 참조,26000,밀키트,100,0,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/101_8f6270bf-d900-11ee-ae88-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/101_8fe6a029-d900-11ee-b8ac-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/101_8ffa2cd9-d900-11ee-86bb-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/101_90176a7d-d900-11ee-a1d9-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/101_902c583e-d900-11ee-92f6-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/101_90fd1549-d900-11ee-9b6b-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '소스류', '표고버섯가루', '닭발']"
402,1,[지투지샵] 마이무 무뼈닭발 500g 3팩,상품상세설명 참조,38000,밀키트,100,0,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/102_9134a541-d900-11ee-bfbc-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/102_9161a2f8-d900-11ee-a0af-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/102_9177ebbc-d900-11ee-b57e-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/102_9198b0b6-d900-11ee-9170-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/102_91b30595-d900-11ee-998e-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/102_92c9cd8a-d900-11ee-ae43-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '소스류', '표고버섯가루', '닭발']"
403,1,[지투지샵] 마이무 무뼈닭발 500g 4팩,상품상세설명 참조,49000,밀키트,100,10,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/103_9303179f-d900-11ee-9c72-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/103_933d3849-d900-11ee-a880-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/103_93548994-d900-11ee-af3c-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/103_9370c589-d900-11ee-a749-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/103_93871932-d900-11ee-a75b-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/103_9450e9f2-d900-11ee-9d27-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '소스류', '표고버섯가루', '닭발']"
404,1,[지투지샵] 마이무 솔트 생목살 500g 1팩,상품상세설명 참조,12000,밀키트,100,5,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/104_948db13e-d900-11ee-9cc4-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/104_94d88e8e-d900-11ee-b66c-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/104_94edbea2-d900-11ee-87f4-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/104_9509b2e2-d900-11ee-ac66-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/104_95224bb8-d900-11ee-a152-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/104_95e4668c-d900-11ee-a219-ac198ebc401d.jpg'","['닭고기', 'L-글루탐산나트륨', '마늘', '가공소금', '표고버섯가루', '천연향료(Pepper, black)', '어니언시즈닝']"
405,1,[지투지샵] 마이무 솔트 생목살 500g 2팩,상품상세설명 참조,19000,밀키트,100,5,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/105_961a4f3a-d900-11ee-b582-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/105_968244ee-d900-11ee-9804-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/105_96984478-d900-11ee-9b25-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/105_96b652db-d900-11ee-9dff-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/105_96cb0a2b-d900-11ee-ae66-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/105_978763c9-d900-11ee-92a1-ac198ebc401d.jpg'","['닭고기', 'L-글루탐산나트륨', '마늘', '가공소금', '표고버섯가루', '천연향료(Pepper, black)', '어니언시즈닝']"
406,1,[지투지샵] 마이무 솔트 생목살 500g 3팩,상품상세설명 참조,26000,밀키트,100,10,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/106_985bc332-d900-11ee-80b7-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/106_98d037f4-d900-11ee-a7fa-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/106_98e4efc1-d900-11ee-8927-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/106_99016384-d900-11ee-bc64-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/106_99174972-d900-11ee-89e0-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/106_99d7711c-d900-11ee-9369-ac198ebc401d.jpg'","['닭고기', 'L-글루탐산나트륨', '마늘', '가공소금', '표고버섯가루', '천연향료(Pepper, black)', '어니언시즈닝']"
407,1,[지투지샵] 마이무 솔트 생목살 500g 4팩,상품상세설명 참조,34000,밀키트,100,10,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/107_9a36e6f8-d900-11ee-b590-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/107_9a5fa62f-d900-11ee-93e5-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/107_9a75b288-d900-11ee-b45e-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/107_9a930d1a-d900-11ee-ae5b-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/107_9aa8acb4-d900-11ee-8dc7-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/107_9b70a98e-d900-11ee-8c67-ac198ebc401d.jpg'","['L-글루탐산나트륨', '마늘', '닭고기', '가공소금', '표고버섯가루', '천연향료(Pepper, black)', '어니언시즈닝']"
408,1,[지투지샵] 마이무 양념 목살 500g 1팩,상품상세설명 참조,12000,밀키트,100,10,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/108_9bd76d89-d900-11ee-80f3-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/108_9c0b6031-d900-11ee-9a10-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/108_9c2493ee-d900-11ee-ab4b-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/108_9c42c81c-d900-11ee-b6c6-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/108_9c5895b4-d900-11ee-86c2-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/108_9d26ac49-d900-11ee-8667-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '닭고기', '소스류', '표고버섯가루']"
409,1,[지투지샵] 마이무 양념 목살 500g 2팩,상품상세설명 참조,19000,밀키트,100,0,100,500,냉장,https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/thumbnail/109_9d6e3443-d900-11ee-8448-ac198ebc401d.jpg,2024-03-03 11:45:48.000000,2024-03-03 11:45:48.000000,,"'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/109_9df02cee-d900-11ee-acea-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/109_9e062885-d900-11ee-ab88-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/109_9e22d209-d900-11ee-a32f-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/109_9e3ba7a2-d900-11ee-8d1b-ac198ebc401d.jpg', 'https://mealkeat-s3.s3.ap-northeast-2.amazonaws.com/mealkeat/products/detail/109_9ef2b2b1-d900-11ee-8aa0-ac198ebc401d.jpg'","['고춧가루', 'L-글루탐산나트륨', '마늘', '닭고기', '소스류', '표고버섯가루']"
